year,batch_id,reporter_id,reporter_iso3,reporter_name,canonical_name,wto_reporter_code,expected_batch_filename,source_family,acquisition_status,notes
2010,KOR_2010,KOR,KOR,South Korea,South Korea,410,imports_KOR_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,MEX_2010,MEX,MEX,Mexico,Mexico,484,imports_MEX_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,RUS_2010,RUS,RUS,Russia,Russia,643,imports_RUS_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,SAU_2010,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,TUR_2010,TUR,TUR,Turkey,Turkey,792,imports_TUR_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,USA_2010,USA,USA,United States,United States,840,imports_USA_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,ZAF_2010,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,ARG_2009,ARG,ARG,Argentina,Argentina,032,imports_ARG_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,AUS_2009,AUS,AUS,Australia,Australia,036,imports_AUS_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,BRA_2009,BRA,BRA,Brazil,Brazil,076,imports_BRA_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,CAN_2009,CAN,CAN,Canada,Canada,124,imports_CAN_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,CHN_2009,CHN,CHN,China,China,156,imports_CHN_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,DEU_2009,DEU,DEU,Germany,Germany,276,imports_DEU_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,FRA_2009,FRA,FRA,France,France,250,imports_FRA_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,GBR_2009,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,IDN_2009,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,IND_2009,IND,IND,India,India,356,imports_IND_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,ITA_2009,ITA,ITA,Italy,Italy,380,imports_ITA_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,JPN_2009,JPN,JPN,Japan,Japan,392,imports_JPN_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,KOR_2009,KOR,KOR,South Korea,South Korea,410,imports_KOR_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,MEX_2009,MEX,MEX,Mexico,Mexico,484,imports_MEX_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,RUS_2009,RUS,RUS,Russia,Russia,643,imports_RUS_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,SAU_2009,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,TUR_2009,TUR,TUR,Turkey,Turkey,792,imports_TUR_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,USA_2009,USA,USA,United States,United States,840,imports_USA_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2009,ZAF_2009,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2009.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,ARG_2008,ARG,ARG,Argentina,Argentina,032,imports_ARG_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,AUS_2008,AUS,AUS,Australia,Australia,036,imports_AUS_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,BRA_2008,BRA,BRA,Brazil,Brazil,076,imports_BRA_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,CAN_2008,CAN,CAN,Canada,Canada,124,imports_CAN_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,CHN_2008,CHN,CHN,China,China,156,imports_CHN_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,DEU_2008,DEU,DEU,Germany,Germany,276,imports_DEU_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,FRA_2008,FRA,FRA,France,France,250,imports_FRA_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,GBR_2008,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,IDN_2008,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,IND_2008,IND,IND,India,India,356,imports_IND_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,ITA_2008,ITA,ITA,Italy,Italy,380,imports_ITA_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,JPN_2008,JPN,JPN,Japan,Japan,392,imports_JPN_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,KOR_2008,KOR,KOR,South Korea,South Korea,410,imports_KOR_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,MEX_2008,MEX,MEX,Mexico,Mexico,484,imports_MEX_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,RUS_2008,RUS,RUS,Russia,Russia,643,imports_RUS_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,SAU_2008,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,TUR_2008,TUR,TUR,Turkey,Turkey,792,imports_TUR_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,USA_2008,USA,USA,United States,United States,840,imports_USA_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2008,ZAF_2008,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2008.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,ARG_2007,ARG,ARG,Argentina,Argentina,032,imports_ARG_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,AUS_2007,AUS,AUS,Australia,Australia,036,imports_AUS_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,BRA_2007,BRA,BRA,Brazil,Brazil,076,imports_BRA_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,CAN_2007,CAN,CAN,Canada,Canada,124,imports_CAN_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,CHN_2007,CHN,CHN,China,China,156,imports_CHN_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,DEU_2007,DEU,DEU,Germany,Germany,276,imports_DEU_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,FRA_2007,FRA,FRA,France,France,250,imports_FRA_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,GBR_2007,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,IDN_2007,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,IND_2007,IND,IND,India,India,356,imports_IND_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,ITA_2007,ITA,ITA,Italy,Italy,380,imports_ITA_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,JPN_2007,JPN,JPN,Japan,Japan,392,imports_JPN_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,KOR_2007,KOR,KOR,South Korea,South Korea,410,imports_KOR_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,MEX_2007,MEX,MEX,Mexico,Mexico,484,imports_MEX_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,RUS_2007,RUS,RUS,Russia,Russia,643,imports_RUS_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,SAU_2007,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,TUR_2007,TUR,TUR,Turkey,Turkey,792,imports_TUR_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,USA_2007,USA,USA,United States,United States,840,imports_USA_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2007,ZAF_2007,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2007.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,ARG_2006,ARG,ARG,Argentina,Argentina,032,imports_ARG_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,AUS_2006,AUS,AUS,Australia,Australia,036,imports_AUS_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,BRA_2006,BRA,BRA,Brazil,Brazil,076,imports_BRA_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,CAN_2006,CAN,CAN,Canada,Canada,124,imports_CAN_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,CHN_2006,CHN,CHN,China,China,156,imports_CHN_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,DEU_2006,DEU,DEU,Germany,Germany,276,imports_DEU_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,FRA_2006,FRA,FRA,France,France,250,imports_FRA_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,GBR_2006,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,IDN_2006,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,IND_2006,IND,IND,India,India,356,imports_IND_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,ITA_2006,ITA,ITA,Italy,Italy,380,imports_ITA_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,JPN_2006,JPN,JPN,Japan,Japan,392,imports_JPN_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,KOR_2006,KOR,KOR,South Korea,South Korea,410,imports_KOR_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,MEX_2006,MEX,MEX,Mexico,Mexico,484,imports_MEX_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,RUS_2006,RUS,RUS,Russia,Russia,643,imports_RUS_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,SAU_2006,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,TUR_2006,TUR,TUR,Turkey,Turkey,792,imports_TUR_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,USA_2006,USA,USA,United States,United States,840,imports_USA_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2006,ZAF_2006,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2006.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,ARG_2005,ARG,ARG,Argentina,Argentina,032,imports_ARG_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,AUS_2005,AUS,AUS,Australia,Australia,036,imports_AUS_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,BRA_2005,BRA,BRA,Brazil,Brazil,076,imports_BRA_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,CAN_2005,CAN,CAN,Canada,Canada,124,imports_CAN_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,CHN_2005,CHN,CHN,China,China,156,imports_CHN_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,DEU_2005,DEU,DEU,Germany,Germany,276,imports_DEU_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,FRA_2005,FRA,FRA,France,France,250,imports_FRA_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,GBR_2005,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,IDN_2005,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,IND_2005,IND,IND,India,India,356,imports_IND_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,ITA_2005,ITA,ITA,Italy,Italy,380,imports_ITA_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,JPN_2005,JPN,JPN,Japan,Japan,392,imports_JPN_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,KOR_2005,KOR,KOR,South Korea,South Korea,410,imports_KOR_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,MEX_2005,MEX,MEX,Mexico,Mexico,484,imports_MEX_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,RUS_2005,RUS,RUS,Russia,Russia,643,imports_RUS_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,SAU_2005,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,TUR_2005,TUR,TUR,Turkey,Turkey,792,imports_TUR_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,USA_2005,USA,USA,United States,United States,840,imports_USA_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2005,ZAF_2005,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2005.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,ARG_2004,ARG,ARG,Argentina,Argentina,032,imports_ARG_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,AUS_2004,AUS,AUS,Australia,Australia,036,imports_AUS_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,BRA_2004,BRA,BRA,Brazil,Brazil,076,imports_BRA_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,CAN_2004,CAN,CAN,Canada,Canada,124,imports_CAN_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,CHN_2004,CHN,CHN,China,China,156,imports_CHN_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,DEU_2004,DEU,DEU,Germany,Germany,276,imports_DEU_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,FRA_2004,FRA,FRA,France,France,250,imports_FRA_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,GBR_2004,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,IDN_2004,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,IND_2004,IND,IND,India,India,356,imports_IND_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,ITA_2004,ITA,ITA,Italy,Italy,380,imports_ITA_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,JPN_2004,JPN,JPN,Japan,Japan,392,imports_JPN_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,KOR_2004,KOR,KOR,South Korea,South Korea,410,imports_KOR_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,MEX_2004,MEX,MEX,Mexico,Mexico,484,imports_MEX_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,RUS_2004,RUS,RUS,Russia,Russia,643,imports_RUS_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,SAU_2004,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,TUR_2004,TUR,TUR,Turkey,Turkey,792,imports_TUR_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,USA_2004,USA,USA,United States,United States,840,imports_USA_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2004,ZAF_2004,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2004.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,ARG_2003,ARG,ARG,Argentina,Argentina,032,imports_ARG_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,AUS_2003,AUS,AUS,Australia,Australia,036,imports_AUS_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,BRA_2003,BRA,BRA,Brazil,Brazil,076,imports_BRA_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,CAN_2003,CAN,CAN,Canada,Canada,124,imports_CAN_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,CHN_2003,CHN,CHN,China,China,156,imports_CHN_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,DEU_2003,DEU,DEU,Germany,Germany,276,imports_DEU_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,FRA_2003,FRA,FRA,France,France,250,imports_FRA_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,GBR_2003,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,IDN_2003,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,IND_2003,IND,IND,India,India,356,imports_IND_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,ITA_2003,ITA,ITA,Italy,Italy,380,imports_ITA_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,JPN_2003,JPN,JPN,Japan,Japan,392,imports_JPN_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,KOR_2003,KOR,KOR,South Korea,South Korea,410,imports_KOR_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,MEX_2003,MEX,MEX,Mexico,Mexico,484,imports_MEX_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,RUS_2003,RUS,RUS,Russia,Russia,643,imports_RUS_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,SAU_2003,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,TUR_2003,TUR,TUR,Turkey,Turkey,792,imports_TUR_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,USA_2003,USA,USA,United States,United States,840,imports_USA_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2003,ZAF_2003,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2003.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,ARG_2002,ARG,ARG,Argentina,Argentina,032,imports_ARG_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,AUS_2002,AUS,AUS,Australia,Australia,036,imports_AUS_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,BRA_2002,BRA,BRA,Brazil,Brazil,076,imports_BRA_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,CAN_2002,CAN,CAN,Canada,Canada,124,imports_CAN_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,CHN_2002,CHN,CHN,China,China,156,imports_CHN_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,DEU_2002,DEU,DEU,Germany,Germany,276,imports_DEU_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,FRA_2002,FRA,FRA,France,France,250,imports_FRA_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,GBR_2002,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,IDN_2002,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,IND_2002,IND,IND,India,India,356,imports_IND_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,ITA_2002,ITA,ITA,Italy,Italy,380,imports_ITA_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,JPN_2002,JPN,JPN,Japan,Japan,392,imports_JPN_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,KOR_2002,KOR,KOR,South Korea,South Korea,410,imports_KOR_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,MEX_2002,MEX,MEX,Mexico,Mexico,484,imports_MEX_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,RUS_2002,RUS,RUS,Russia,Russia,643,imports_RUS_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,SAU_2002,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,TUR_2002,TUR,TUR,Turkey,Turkey,792,imports_TUR_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2002,USA_2002,USA,USA,United States,United States,840,imports_USA_2002.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
