year,reporter_id,reporter_name_wto,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average_mfn_pct,trade_weighted_mfn_pct,duty_free_share_ratio
2023,BLR,Belarus,,,MFN,MFN applied,TOTAL,All products,6.6,5.4,
2023,KHM,Cambodia,,,MFN,MFN applied,TOTAL,All products,9.4,7.9,
2023,CMR,Cameroon,,,MFN,MFN applied,TOTAL,All products,18.1,13.9,
2023,CAN,Canada,,,MFN,MFN applied,TOTAL,All products,3.8,3.4,
2023,CPV,Cabo Verde,,,MFN,MFN applied,TOTAL,All products,11.9,11.5,
2023,CAF,Central African Republic,,,MFN,MFN applied,TOTAL,All products,18.1,14.8,
2023,LKA,Sri Lanka,,,MFN,MFN applied,TOTAL,All products,8.4,7.5,
2023,CHL,Chile,,,MFN,MFN applied,TOTAL,All products,6.0,6.0,
2023,CHN,China,,,MFN,MFN applied,TOTAL,All products,7.5,3.0,
2023,COL,Colombia,,,MFN,MFN applied,TOTAL,All products,6.7,6.4,
2023,COM,Comoros,,,MFN,MFN applied,TOTAL,All products,15.1,7.9,
2023,COG,Congo,,,MFN,MFN applied,TOTAL,All products,18.1,13.6,
2023,COD,Democratic Republic of the Congo,,,MFN,MFN applied,TOTAL,All products,10.9,8.4,
2023,CRI,Costa Rica,,,MFN,MFN applied,TOTAL,All products,5.5,4.8,
2023,CUB,Cuba,,,MFN,MFN applied,TOTAL,All products,4.4,3.6,
2023,BEN,Benin,,,MFN,MFN applied,TOTAL,All products,12.0,11.0,
2023,DMA,Dominica,,,MFN,MFN applied,TOTAL,All products,10.7,15.2,
2023,DOM,Dominican Republic,,,MFN,MFN applied,TOTAL,All products,7.6,8.1,
2023,ECU,Ecuador,,,MFN,MFN applied,TOTAL,All products,11.1,6.4,
2023,SLV,El Salvador,,,MFN,MFN applied,TOTAL,All products,5.7,7.3,
2023,ETH,Ethiopia,,,MFN,MFN applied,TOTAL,All products,17.0,11.3,
2023,FJI,Fiji,,,MFN,MFN applied,TOTAL,All products,8.2,10.0,
2023,GAB,Gabon,,,MFN,MFN applied,TOTAL,All products,18.1,13.5,
2023,GEO,Georgia,,,MFN,MFN applied,TOTAL,All products,1.5,1.9,
2023,GMB,The Gambia,,,MFN,MFN applied,TOTAL,All products,12.0,11.6,
2023,GHA,Ghana,,,MFN,MFN applied,TOTAL,All products,12.0,10.3,
2023,GRD,Grenada,,,MFN,MFN applied,TOTAL,All products,11.0,13.2,
2023,GTM,Guatemala,,,MFN,MFN applied,TOTAL,All products,5.6,6.4,
2023,GIN,Guinea,,,MFN,MFN applied,TOTAL,All products,12.0,11.6,
2023,GUY,Guyana,,,MFN,MFN applied,TOTAL,All products,11.7,10.4,
2023,HND,Honduras,,,MFN,MFN applied,TOTAL,All products,5.7,7.8,
2023,HKG,"Hong Kong, China",,,MFN,MFN applied,TOTAL,All products,0.0,0.0,
2023,ISL,Iceland,,,MFN,MFN applied,TOTAL,All products,3.3,2.3,
2023,IND,India,,,MFN,MFN applied,TOTAL,All products,17.0,12.0,
2023,IDN,Indonesia,,,MFN,MFN applied,TOTAL,All products,8.0,5.3,
2023,IRN,Iran,,,MFN,MFN applied,TOTAL,All products,20.1,12.9,
2023,ISR,Israel,,,MFN,MFN applied,TOTAL,All products,1.3,3.6,
2023,CIV,C¶te d'Ivoire,,,MFN,MFN applied,TOTAL,All products,12.1,10.0,
2023,JAM,Jamaica,,,MFN,MFN applied,TOTAL,All products,8.5,9.1,
2023,JPN,Japan,,,MFN,MFN applied,TOTAL,All products,3.7,1.9,
2023,KAZ,Kazakhstan,,,MFN,MFN applied,TOTAL,All products,5.6,5.9,
2023,JOR,Jordan,,,MFN,MFN applied,TOTAL,All products,4.0,3.8,
2023,KEN,Kenya,,,MFN,MFN applied,TOTAL,All products,13.8,11.7,
2023,KOR,"Korea, Republic of",,,MFN,MFN applied,TOTAL,All products,13.4,8.4,
2023,KWT,"Kuwait, the State of",,,MFN,MFN applied,TOTAL,All products,4.7,4.7,
2023,KGZ,Kyrgyz Republic,,,MFN,MFN applied,TOTAL,All products,6.4,5.7,
2023,LAO,Lao People's Democratic Republic,,,MFN,MFN applied,TOTAL,All products,8.6,8.3,
2023,LBN,Lebanese Republic,,,MFN,MFN applied,TOTAL,All products,10.8,7.2,
2023,LSO,Lesotho,,,MFN,MFN applied,TOTAL,All products,7.5,10.6,
2023,LBR,Liberia,,,MFN,MFN applied,TOTAL,All products,12.0,11.5,
2023,MAC,"Macao, China",,,MFN,MFN applied,TOTAL,All products,0.0,0.0,
2023,MDG,Madagascar,,,MFN,MFN applied,TOTAL,All products,12.0,8.1,
2023,MWI,Malawi,,,MFN,MFN applied,TOTAL,All products,12.2,8.2,
2023,MYS,Malaysia,,,MFN,MFN applied,TOTAL,All products,5.6,3.3,
2023,MDV,Maldives,,,MFN,MFN applied,TOTAL,All products,11.6,10.9,
2023,MLI,Mali,,,MFN,MFN applied,TOTAL,All products,12.0,10.5,
2023,MRT,Mauritania,,,MFN,MFN applied,TOTAL,All products,12.0,10.2,
2023,MUS,Mauritius,,,MFN,MFN applied,TOTAL,All products,0.8,1.3,
2023,MEX,Mexico,,,MFN,MFN applied,TOTAL,All products,6.8,3.9,
2023,MNG,Mongolia,,,MFN,MFN applied,TOTAL,All products,5.2,5.3,
2023,MDA,"Moldova, Republic of",,,MFN,MFN applied,TOTAL,All products,5.3,3.9,
2023,MAR,Morocco,,,MFN,MFN applied,TOTAL,All products,14.0,13.9,
2023,MOZ,Mozambique,,,MFN,MFN applied,TOTAL,All products,10.3,5.5,
2023,OMN,Oman,,,MFN,MFN applied,TOTAL,All products,5.6,5.9,
2023,NAM,Namibia,,,MFN,MFN applied,TOTAL,All products,7.5,7.5,
2023,NPL,Nepal,,,MFN,MFN applied,TOTAL,All products,12.7,13.3,
2023,NZL,New Zealand,,,MFN,MFN applied,TOTAL,All products,1.9,2.3,
2023,NIC,Nicaragua,,,MFN,MFN applied,TOTAL,All products,5.6,5.9,
2023,NER,Niger,,,MFN,MFN applied,TOTAL,All products,12.0,10.5,
2023,NGA,Nigeria,,,MFN,MFN applied,TOTAL,All products,12.0,8.7,
2023,NOR,Norway,,,MFN,MFN applied,TOTAL,All products,4.6,2.5,
2023,PAK,Pakistan,,,MFN,MFN applied,TOTAL,All products,10.3,7.6,
2023,PAN,Panama,,,MFN,MFN applied,TOTAL,All products,5.1,5.7,
2023,PNG,Papua New Guinea,,,MFN,MFN applied,TOTAL,All products,4.2,2.6,
2023,PRY,Paraguay,,,MFN,MFN applied,TOTAL,All products,8.6,5.9,
2023,PER,Peru,,,MFN,MFN applied,TOTAL,All products,2.3,1.7,
2023,PHL,Philippines,,,MFN,MFN applied,TOTAL,All products,6.0,5.4,
2023,TLS,Timor-Leste,,,MFN,MFN applied,TOTAL,All products,2.5,2.6,
2023,QAT,Qatar,,,MFN,MFN applied,TOTAL,All products,4.7,4.2,
2023,RUS,Russian Federation,,,MFN,MFN applied,TOTAL,All products,6.6,5.3,
2023,RWA,Rwanda,,,MFN,MFN applied,TOTAL,All products,13.3,17.4,
2023,KNA,Saint Kitts and Nevis,,,MFN,MFN applied,TOTAL,All products,9.2,15.3,
2023,LCA,Saint Lucia,,,MFN,MFN applied,TOTAL,All products,9.2,12.5,
2023,VCT,Saint Vincent and the Grenadines,,,MFN,MFN applied,TOTAL,All products,10.8,13.1,
2023,STP,Sao Tomé and Principe,,,MFN,MFN applied,TOTAL,All products,9.9,10.0,
2023,SAU,"Saudi Arabia, Kingdom of",,,MFN,MFN applied,TOTAL,All products,6.2,6.1,
2023,SEN,Senegal,,,MFN,MFN applied,TOTAL,All products,12.0,8.9,
2023,SYC,Seychelles,,,MFN,MFN applied,TOTAL,All products,2.6,2.4,
2023,SLE,Sierra Leone,,,MFN,MFN applied,TOTAL,All products,12.0,13.2,
2023,SGP,Singapore,,,MFN,MFN applied,TOTAL,All products,0.0,0.0,
2023,VNM,Viet Nam,,,MFN,MFN applied,TOTAL,All products,9.4,5.1,
2023,ZAF,South Africa,,,MFN,MFN applied,TOTAL,All products,7.6,5.8,
2023,ZWE,Zimbabwe,,,MFN,MFN applied,TOTAL,All products,18.0,14.8,
2023,SUR,Suriname,,,MFN,MFN applied,TOTAL,All products,10.4,9.8,
2023,SWZ,Eswatini,,,MFN,MFN applied,TOTAL,All products,7.5,8.2,
2023,CHE,Switzerland,,,MFN,MFN applied,TOTAL,All products,5.2,1.7,
2023,TJK,Tajikistan,,,MFN,MFN applied,TOTAL,All products,8.0,6.4,
2023,THA,Thailand,,,MFN,MFN applied,TOTAL,All products,9.8,6.3,
2023,TGO,Togo,,,MFN,MFN applied,TOTAL,All products,12.0,11.6,
2023,TON,Tonga,,,MFN,MFN applied,TOTAL,All products,10.7,4.8,
2023,TTO,Trinidad and Tobago,,,MFN,MFN applied,TOTAL,All products,8.2,8.1,
2023,ARE,United Arab Emirates,,,MFN,MFN applied,TOTAL,All products,4.7,3.3,
2023,TUN,Tunisia,,,MFN,MFN applied,TOTAL,All products,19.5,14.4,
2023,TUR,T³rkiye,,,MFN,MFN applied,TOTAL,All products,16.2,6.1,
2023,UGA,Uganda,,,MFN,MFN applied,TOTAL,All products,15.6,13.8,
2023,UKR,Ukraine,,,MFN,MFN applied,TOTAL,All products,4.3,3.4,
2023,MKD,North Macedonia,,,MFN,MFN applied,TOTAL,All products,6.5,6.1,
2023,EGY,Egypt,,,MFN,MFN applied,TOTAL,All products,19.0,12.4,
2023,GBR,United Kingdom,,,MFN,MFN applied,TOTAL,All products,3.8,3.3,
2023,TZA,Tanzania,,,MFN,MFN applied,TOTAL,All products,14.1,9.1,
2023,USA,United States of America,,,MFN,MFN applied,TOTAL,All products,3.3,2.2,
2023,BFA,Burkina Faso,,,MFN,MFN applied,TOTAL,All products,12.0,9.3,
2023,URY,Uruguay,,,MFN,MFN applied,TOTAL,All products,10.1,8.5,
2023,UZB,Uzbekistan,,,MFN,MFN applied,TOTAL,All products,7.3,4.7,
2023,WSM,Samoa,,,MFN,MFN applied,TOTAL,All products,11.3,8.9,
2023,ZMB,Zambia,,,MFN,MFN applied,TOTAL,All products,14.6,9.6,
2023,EU,European Union,,,MFN,MFN applied,TOTAL,All products,5.0,2.7,
