pair_id,pair_label,pair_scope,reporter_id,reporter_iso3,reporter_name,reporter_type,partner_id,partner_iso3,partner_name,partner_type,score_status
GBR__HND,United Kingdom imports from Honduras,goods,GBR,GBR,United Kingdom,country,HND,HND,Honduras,country,unbuilt
GBR__HTI,United Kingdom imports from Haiti,goods,GBR,GBR,United Kingdom,country,HTI,HTI,Haiti,country,unbuilt
GBR__IDN,United Kingdom imports from Indonesia,goods,GBR,GBR,United Kingdom,country,IDN,IDN,Indonesia,country,unbuilt
GBR__IND,United Kingdom imports from India,goods,GBR,GBR,United Kingdom,country,IND,IND,India,country,unbuilt
GBR__IRN,"United Kingdom imports from Iran, Islamic Republic of",goods,GBR,GBR,United Kingdom,country,IRN,IRN,"Iran, Islamic Republic of",country,unbuilt
GBR__IRQ,United Kingdom imports from Iraq,goods,GBR,GBR,United Kingdom,country,IRQ,IRQ,Iraq,country,unbuilt
GBR__ISL,United Kingdom imports from Iceland,goods,GBR,GBR,United Kingdom,country,ISL,ISL,Iceland,country,unbuilt
GBR__ISR,United Kingdom imports from Israel,goods,GBR,GBR,United Kingdom,country,ISR,ISR,Israel,country,unbuilt
GBR__JAM,United Kingdom imports from Jamaica,goods,GBR,GBR,United Kingdom,country,JAM,JAM,Jamaica,country,unbuilt
GBR__JOR,United Kingdom imports from Jordan,goods,GBR,GBR,United Kingdom,country,JOR,JOR,Jordan,country,unbuilt
GBR__JPN,United Kingdom imports from Japan,goods,GBR,GBR,United Kingdom,country,JPN,JPN,Japan,country,unbuilt
GBR__KAZ,United Kingdom imports from Kazakhstan,goods,GBR,GBR,United Kingdom,country,KAZ,KAZ,Kazakhstan,country,unbuilt
GBR__KEN,United Kingdom imports from Kenya,goods,GBR,GBR,United Kingdom,country,KEN,KEN,Kenya,country,unbuilt
GBR__KGZ,United Kingdom imports from Kyrgyzstan,goods,GBR,GBR,United Kingdom,country,KGZ,KGZ,Kyrgyzstan,country,unbuilt
GBR__KHM,United Kingdom imports from Cambodia,goods,GBR,GBR,United Kingdom,country,KHM,KHM,Cambodia,country,unbuilt
GBR__KNA,United Kingdom imports from Saint Kitts and Nevis,goods,GBR,GBR,United Kingdom,country,KNA,KNA,Saint Kitts and Nevis,country,unbuilt
GBR__KOR,United Kingdom imports from South Korea,goods,GBR,GBR,United Kingdom,country,KOR,KOR,South Korea,country,unbuilt
GBR__KWT,United Kingdom imports from Kuwait,goods,GBR,GBR,United Kingdom,country,KWT,KWT,Kuwait,country,unbuilt
GBR__LAO,United Kingdom imports from Lao People's Democratic Republic,goods,GBR,GBR,United Kingdom,country,LAO,LAO,Lao People's Democratic Republic,country,unbuilt
GBR__LBN,United Kingdom imports from Lebanon,goods,GBR,GBR,United Kingdom,country,LBN,LBN,Lebanon,country,unbuilt
GBR__LBR,United Kingdom imports from Liberia,goods,GBR,GBR,United Kingdom,country,LBR,LBR,Liberia,country,unbuilt
GBR__LBY,United Kingdom imports from Libya,goods,GBR,GBR,United Kingdom,country,LBY,LBY,Libya,country,unbuilt
GBR__LCA,United Kingdom imports from Saint Lucia,goods,GBR,GBR,United Kingdom,country,LCA,LCA,Saint Lucia,country,unbuilt
GBR__LIE,United Kingdom imports from Liechtenstein,goods,GBR,GBR,United Kingdom,country,LIE,LIE,Liechtenstein,country,unbuilt
GBR__LKA,United Kingdom imports from Sri Lanka,goods,GBR,GBR,United Kingdom,country,LKA,LKA,Sri Lanka,country,unbuilt
GBR__LSO,United Kingdom imports from Lesotho,goods,GBR,GBR,United Kingdom,country,LSO,LSO,Lesotho,country,unbuilt
GBR__MAC,United Kingdom imports from Macao,goods,GBR,GBR,United Kingdom,country,MAC,MAC,Macao,country,unbuilt
GBR__MAR,United Kingdom imports from Morocco,goods,GBR,GBR,United Kingdom,country,MAR,MAR,Morocco,country,unbuilt
GBR__MDA,"United Kingdom imports from Moldova, Republic of",goods,GBR,GBR,United Kingdom,country,MDA,MDA,"Moldova, Republic of",country,unbuilt
GBR__MDG,United Kingdom imports from Madagascar,goods,GBR,GBR,United Kingdom,country,MDG,MDG,Madagascar,country,unbuilt
GBR__MDV,United Kingdom imports from Maldives,goods,GBR,GBR,United Kingdom,country,MDV,MDV,Maldives,country,unbuilt
GBR__MEX,United Kingdom imports from Mexico,goods,GBR,GBR,United Kingdom,country,MEX,MEX,Mexico,country,unbuilt
GBR__MKD,United Kingdom imports from North Macedonia,goods,GBR,GBR,United Kingdom,country,MKD,MKD,North Macedonia,country,unbuilt
GBR__MLI,United Kingdom imports from Mali,goods,GBR,GBR,United Kingdom,country,MLI,MLI,Mali,country,unbuilt
GBR__MMR,United Kingdom imports from Myanmar,goods,GBR,GBR,United Kingdom,country,MMR,MMR,Myanmar,country,unbuilt
GBR__MNE,United Kingdom imports from Montenegro,goods,GBR,GBR,United Kingdom,country,MNE,MNE,Montenegro,country,unbuilt
GBR__MNG,United Kingdom imports from Mongolia,goods,GBR,GBR,United Kingdom,country,MNG,MNG,Mongolia,country,unbuilt
GBR__MOZ,United Kingdom imports from Mozambique,goods,GBR,GBR,United Kingdom,country,MOZ,MOZ,Mozambique,country,unbuilt
GBR__MRT,United Kingdom imports from Mauritania,goods,GBR,GBR,United Kingdom,country,MRT,MRT,Mauritania,country,unbuilt
GBR__MTQ,United Kingdom imports from Martinique,goods,GBR,GBR,United Kingdom,country,MTQ,MTQ,Martinique,country,unbuilt
GBR__MUS,United Kingdom imports from Mauritius,goods,GBR,GBR,United Kingdom,country,MUS,MUS,Mauritius,country,unbuilt
GBR__MWI,United Kingdom imports from Malawi,goods,GBR,GBR,United Kingdom,country,MWI,MWI,Malawi,country,unbuilt
GBR__MYS,United Kingdom imports from Malaysia,goods,GBR,GBR,United Kingdom,country,MYS,MYS,Malaysia,country,unbuilt
GBR__NAM,United Kingdom imports from Namibia,goods,GBR,GBR,United Kingdom,country,NAM,NAM,Namibia,country,unbuilt
GBR__NER,United Kingdom imports from Niger,goods,GBR,GBR,United Kingdom,country,NER,NER,Niger,country,unbuilt
GBR__NGA,United Kingdom imports from Nigeria,goods,GBR,GBR,United Kingdom,country,NGA,NGA,Nigeria,country,unbuilt
GBR__NIC,United Kingdom imports from Nicaragua,goods,GBR,GBR,United Kingdom,country,NIC,NIC,Nicaragua,country,unbuilt
GBR__NOR,United Kingdom imports from Norway,goods,GBR,GBR,United Kingdom,country,NOR,NOR,Norway,country,unbuilt
GBR__NPL,United Kingdom imports from Nepal,goods,GBR,GBR,United Kingdom,country,NPL,NPL,Nepal,country,unbuilt
GBR__NZL,United Kingdom imports from New Zealand,goods,GBR,GBR,United Kingdom,country,NZL,NZL,New Zealand,country,unbuilt
GBR__OMN,United Kingdom imports from Oman,goods,GBR,GBR,United Kingdom,country,OMN,OMN,Oman,country,unbuilt
GBR__PAK,United Kingdom imports from Pakistan,goods,GBR,GBR,United Kingdom,country,PAK,PAK,Pakistan,country,unbuilt
GBR__PAN,United Kingdom imports from Panama,goods,GBR,GBR,United Kingdom,country,PAN,PAN,Panama,country,unbuilt
GBR__PER,United Kingdom imports from Peru,goods,GBR,GBR,United Kingdom,country,PER,PER,Peru,country,unbuilt
GBR__PHL,United Kingdom imports from Philippines,goods,GBR,GBR,United Kingdom,country,PHL,PHL,Philippines,country,unbuilt
GBR__PNG,United Kingdom imports from Papua New Guinea,goods,GBR,GBR,United Kingdom,country,PNG,PNG,Papua New Guinea,country,unbuilt
GBR__PRK,"United Kingdom imports from Korea, Democratic People's Republic of",goods,GBR,GBR,United Kingdom,country,PRK,PRK,"Korea, Democratic People's Republic of",country,unbuilt
GBR__PRY,United Kingdom imports from Paraguay,goods,GBR,GBR,United Kingdom,country,PRY,PRY,Paraguay,country,unbuilt
GBR__QAT,United Kingdom imports from Qatar,goods,GBR,GBR,United Kingdom,country,QAT,QAT,Qatar,country,unbuilt
GBR__RUS,United Kingdom imports from Russia,goods,GBR,GBR,United Kingdom,country,RUS,RUS,Russia,country,unbuilt
GBR__RWA,United Kingdom imports from Rwanda,goods,GBR,GBR,United Kingdom,country,RWA,RWA,Rwanda,country,unbuilt
GBR__SAU,United Kingdom imports from Saudi Arabia,goods,GBR,GBR,United Kingdom,country,SAU,SAU,Saudi Arabia,country,unbuilt
GBR__SDN,United Kingdom imports from Sudan,goods,GBR,GBR,United Kingdom,country,SDN,SDN,Sudan,country,unbuilt
GBR__SEN,United Kingdom imports from Senegal,goods,GBR,GBR,United Kingdom,country,SEN,SEN,Senegal,country,unbuilt
GBR__SGP,United Kingdom imports from Singapore,goods,GBR,GBR,United Kingdom,country,SGP,SGP,Singapore,country,unbuilt
GBR__SLB,United Kingdom imports from Solomon Islands,goods,GBR,GBR,United Kingdom,country,SLB,SLB,Solomon Islands,country,unbuilt
GBR__SLE,United Kingdom imports from Sierra Leone,goods,GBR,GBR,United Kingdom,country,SLE,SLE,Sierra Leone,country,unbuilt
GBR__SLV,United Kingdom imports from El Salvador,goods,GBR,GBR,United Kingdom,country,SLV,SLV,El Salvador,country,unbuilt
GBR__SOM,United Kingdom imports from Somalia,goods,GBR,GBR,United Kingdom,country,SOM,SOM,Somalia,country,unbuilt
GBR__SRB,United Kingdom imports from Serbia,goods,GBR,GBR,United Kingdom,country,SRB,SRB,Serbia,country,unbuilt
GBR__SSD,United Kingdom imports from South Sudan,goods,GBR,GBR,United Kingdom,country,SSD,SSD,South Sudan,country,unbuilt
GBR__STP,United Kingdom imports from Sao Tome and Principe,goods,GBR,GBR,United Kingdom,country,STP,STP,Sao Tome and Principe,country,unbuilt
GBR__SUR,United Kingdom imports from Suriname,goods,GBR,GBR,United Kingdom,country,SUR,SUR,Suriname,country,unbuilt
GBR__SWZ,United Kingdom imports from Eswatini,goods,GBR,GBR,United Kingdom,country,SWZ,SWZ,Eswatini,country,unbuilt
GBR__SYC,United Kingdom imports from Seychelles,goods,GBR,GBR,United Kingdom,country,SYC,SYC,Seychelles,country,unbuilt
GBR__SYR,United Kingdom imports from Syrian Arab Republic,goods,GBR,GBR,United Kingdom,country,SYR,SYR,Syrian Arab Republic,country,unbuilt
GBR__TCD,United Kingdom imports from Chad,goods,GBR,GBR,United Kingdom,country,TCD,TCD,Chad,country,unbuilt
GBR__TGO,United Kingdom imports from Togo,goods,GBR,GBR,United Kingdom,country,TGO,TGO,Togo,country,unbuilt
GBR__THA,United Kingdom imports from Thailand,goods,GBR,GBR,United Kingdom,country,THA,THA,Thailand,country,unbuilt
GBR__TJK,United Kingdom imports from Tajikistan,goods,GBR,GBR,United Kingdom,country,TJK,TJK,Tajikistan,country,unbuilt
GBR__TKM,United Kingdom imports from Turkmenistan,goods,GBR,GBR,United Kingdom,country,TKM,TKM,Turkmenistan,country,unbuilt
GBR__TLS,United Kingdom imports from Timor-Leste,goods,GBR,GBR,United Kingdom,country,TLS,TLS,Timor-Leste,country,unbuilt
GBR__TON,United Kingdom imports from Tonga,goods,GBR,GBR,United Kingdom,country,TON,TON,Tonga,country,unbuilt
GBR__TTO,United Kingdom imports from Trinidad and Tobago,goods,GBR,GBR,United Kingdom,country,TTO,TTO,Trinidad and Tobago,country,unbuilt
GBR__TUN,United Kingdom imports from Tunisia,goods,GBR,GBR,United Kingdom,country,TUN,TUN,Tunisia,country,unbuilt
GBR__TUR,United Kingdom imports from Turkey,goods,GBR,GBR,United Kingdom,country,TUR,TUR,Turkey,country,unbuilt
GBR__TZA,"United Kingdom imports from Tanzania, United Republic of",goods,GBR,GBR,United Kingdom,country,TZA,TZA,"Tanzania, United Republic of",country,unbuilt
GBR__UGA,United Kingdom imports from Uganda,goods,GBR,GBR,United Kingdom,country,UGA,UGA,Uganda,country,unbuilt
GBR__UKR,United Kingdom imports from Ukraine,goods,GBR,GBR,United Kingdom,country,UKR,UKR,Ukraine,country,unbuilt
GBR__UMI,United Kingdom imports from United States Minor Outlying Islands,goods,GBR,GBR,United Kingdom,country,UMI,UMI,United States Minor Outlying Islands,country,unbuilt
GBR__URY,United Kingdom imports from Uruguay,goods,GBR,GBR,United Kingdom,country,URY,URY,Uruguay,country,unbuilt
GBR__USA,United Kingdom imports from United States,goods,GBR,GBR,United Kingdom,country,USA,USA,United States,country,unbuilt
GBR__UZB,United Kingdom imports from Uzbekistan,goods,GBR,GBR,United Kingdom,country,UZB,UZB,Uzbekistan,country,unbuilt
GBR__VAT,United Kingdom imports from Holy See (Vatican City State),goods,GBR,GBR,United Kingdom,country,VAT,VAT,Holy See (Vatican City State),country,unbuilt
GBR__VCT,United Kingdom imports from Saint Vincent and the Grenadines,goods,GBR,GBR,United Kingdom,country,VCT,VCT,Saint Vincent and the Grenadines,country,unbuilt
GBR__VEN,"United Kingdom imports from Venezuela, Bolivarian Republic of",goods,GBR,GBR,United Kingdom,country,VEN,VEN,"Venezuela, Bolivarian Republic of",country,unbuilt
GBR__VNM,United Kingdom imports from Viet Nam,goods,GBR,GBR,United Kingdom,country,VNM,VNM,Viet Nam,country,unbuilt
GBR__VUT,United Kingdom imports from Vanuatu,goods,GBR,GBR,United Kingdom,country,VUT,VUT,Vanuatu,country,unbuilt
GBR__WSM,United Kingdom imports from Samoa,goods,GBR,GBR,United Kingdom,country,WSM,WSM,Samoa,country,unbuilt
GBR__YEM,United Kingdom imports from Yemen,goods,GBR,GBR,United Kingdom,country,YEM,YEM,Yemen,country,unbuilt
GBR__ZAF,United Kingdom imports from South Africa,goods,GBR,GBR,United Kingdom,country,ZAF,ZAF,South Africa,country,unbuilt
GBR__ZMB,United Kingdom imports from Zambia,goods,GBR,GBR,United Kingdom,country,ZMB,ZMB,Zambia,country,unbuilt
GBR__ZWE,United Kingdom imports from Zimbabwe,goods,GBR,GBR,United Kingdom,country,ZWE,ZWE,Zimbabwe,country,unbuilt
GEO__AFG,Georgia imports from Afghanistan,goods,GEO,GEO,Georgia,country,AFG,AFG,Afghanistan,country,unbuilt
GEO__AGO,Georgia imports from Angola,goods,GEO,GEO,Georgia,country,AGO,AGO,Angola,country,unbuilt
GEO__ALB,Georgia imports from Albania,goods,GEO,GEO,Georgia,country,ALB,ALB,Albania,country,unbuilt
GEO__AND,Georgia imports from Andorra,goods,GEO,GEO,Georgia,country,AND,AND,Andorra,country,unbuilt
GEO__ARE,Georgia imports from United Arab Emirates,goods,GEO,GEO,Georgia,country,ARE,ARE,United Arab Emirates,country,unbuilt
GEO__ARG,Georgia imports from Argentina,goods,GEO,GEO,Georgia,country,ARG,ARG,Argentina,country,unbuilt
GEO__ARM,Georgia imports from Armenia,goods,GEO,GEO,Georgia,country,ARM,ARM,Armenia,country,unbuilt
GEO__ATG,Georgia imports from Antigua and Barbuda,goods,GEO,GEO,Georgia,country,ATG,ATG,Antigua and Barbuda,country,unbuilt
GEO__AUS,Georgia imports from Australia,goods,GEO,GEO,Georgia,country,AUS,AUS,Australia,country,unbuilt
GEO__AZE,Georgia imports from Azerbaijan,goods,GEO,GEO,Georgia,country,AZE,AZE,Azerbaijan,country,unbuilt
GEO__BDI,Georgia imports from Burundi,goods,GEO,GEO,Georgia,country,BDI,BDI,Burundi,country,unbuilt
GEO__BEN,Georgia imports from Benin,goods,GEO,GEO,Georgia,country,BEN,BEN,Benin,country,unbuilt
GEO__BFA,Georgia imports from Burkina Faso,goods,GEO,GEO,Georgia,country,BFA,BFA,Burkina Faso,country,unbuilt
GEO__BGD,Georgia imports from Bangladesh,goods,GEO,GEO,Georgia,country,BGD,BGD,Bangladesh,country,unbuilt
GEO__BHR,Georgia imports from Bahrain,goods,GEO,GEO,Georgia,country,BHR,BHR,Bahrain,country,unbuilt
GEO__BHS,Georgia imports from Bahamas,goods,GEO,GEO,Georgia,country,BHS,BHS,Bahamas,country,unbuilt
GEO__BIH,Georgia imports from Bosnia and Herzegovina,goods,GEO,GEO,Georgia,country,BIH,BIH,Bosnia and Herzegovina,country,unbuilt
GEO__BLR,Georgia imports from Belarus,goods,GEO,GEO,Georgia,country,BLR,BLR,Belarus,country,unbuilt
GEO__BLZ,Georgia imports from Belize,goods,GEO,GEO,Georgia,country,BLZ,BLZ,Belize,country,unbuilt
GEO__BMU,Georgia imports from Bermuda,goods,GEO,GEO,Georgia,country,BMU,BMU,Bermuda,country,unbuilt
GEO__BOL,"Georgia imports from Bolivia, Plurinational State of",goods,GEO,GEO,Georgia,country,BOL,BOL,"Bolivia, Plurinational State of",country,unbuilt
GEO__BRA,Georgia imports from Brazil,goods,GEO,GEO,Georgia,country,BRA,BRA,Brazil,country,unbuilt
GEO__BRB,Georgia imports from Barbados,goods,GEO,GEO,Georgia,country,BRB,BRB,Barbados,country,unbuilt
GEO__BRN,Georgia imports from Brunei Darussalam,goods,GEO,GEO,Georgia,country,BRN,BRN,Brunei Darussalam,country,unbuilt
GEO__BTN,Georgia imports from Bhutan,goods,GEO,GEO,Georgia,country,BTN,BTN,Bhutan,country,unbuilt
GEO__BWA,Georgia imports from Botswana,goods,GEO,GEO,Georgia,country,BWA,BWA,Botswana,country,unbuilt
GEO__CAF,Georgia imports from Central African Republic,goods,GEO,GEO,Georgia,country,CAF,CAF,Central African Republic,country,unbuilt
GEO__CAN,Georgia imports from Canada,goods,GEO,GEO,Georgia,country,CAN,CAN,Canada,country,unbuilt
GEO__CHE,Georgia imports from Switzerland,goods,GEO,GEO,Georgia,country,CHE,CHE,Switzerland,country,unbuilt
GEO__CHL,Georgia imports from Chile,goods,GEO,GEO,Georgia,country,CHL,CHL,Chile,country,unbuilt
GEO__CHN,Georgia imports from China,goods,GEO,GEO,Georgia,country,CHN,CHN,China,country,unbuilt
GEO__CIV,Georgia imports from Côte d'Ivoire,goods,GEO,GEO,Georgia,country,CIV,CIV,Côte d'Ivoire,country,unbuilt
GEO__CMR,Georgia imports from Cameroon,goods,GEO,GEO,Georgia,country,CMR,CMR,Cameroon,country,unbuilt
GEO__COD,"Georgia imports from Congo, The Democratic Republic of the",goods,GEO,GEO,Georgia,country,COD,COD,"Congo, The Democratic Republic of the",country,unbuilt
GEO__COG,Georgia imports from Congo,goods,GEO,GEO,Georgia,country,COG,COG,Congo,country,unbuilt
GEO__COL,Georgia imports from Colombia,goods,GEO,GEO,Georgia,country,COL,COL,Colombia,country,unbuilt
GEO__COM,Georgia imports from Comoros,goods,GEO,GEO,Georgia,country,COM,COM,Comoros,country,unbuilt
GEO__CPV,Georgia imports from Cabo Verde,goods,GEO,GEO,Georgia,country,CPV,CPV,Cabo Verde,country,unbuilt
GEO__CRI,Georgia imports from Costa Rica,goods,GEO,GEO,Georgia,country,CRI,CRI,Costa Rica,country,unbuilt
GEO__CUB,Georgia imports from Cuba,goods,GEO,GEO,Georgia,country,CUB,CUB,Cuba,country,unbuilt
GEO__CUW,Georgia imports from Curaçao,goods,GEO,GEO,Georgia,country,CUW,CUW,Curaçao,country,unbuilt
GEO__DJI,Georgia imports from Djibouti,goods,GEO,GEO,Georgia,country,DJI,DJI,Djibouti,country,unbuilt
GEO__DMA,Georgia imports from Dominica,goods,GEO,GEO,Georgia,country,DMA,DMA,Dominica,country,unbuilt
GEO__DOM,Georgia imports from Dominican Republic,goods,GEO,GEO,Georgia,country,DOM,DOM,Dominican Republic,country,unbuilt
GEO__DZA,Georgia imports from Algeria,goods,GEO,GEO,Georgia,country,DZA,DZA,Algeria,country,unbuilt
GEO__ECU,Georgia imports from Ecuador,goods,GEO,GEO,Georgia,country,ECU,ECU,Ecuador,country,unbuilt
GEO__EGY,Georgia imports from Egypt,goods,GEO,GEO,Georgia,country,EGY,EGY,Egypt,country,unbuilt
GEO__ERI,Georgia imports from Eritrea,goods,GEO,GEO,Georgia,country,ERI,ERI,Eritrea,country,unbuilt
GEO__ETH,Georgia imports from Ethiopia,goods,GEO,GEO,Georgia,country,ETH,ETH,Ethiopia,country,unbuilt
GEO__EU,Georgia imports from European Union,goods,GEO,GEO,Georgia,country,EU,EUU,European Union,customs_union,unbuilt
GEO__FJI,Georgia imports from Fiji,goods,GEO,GEO,Georgia,country,FJI,FJI,Fiji,country,unbuilt
GEO__FSM,"Georgia imports from Micronesia, Federated States of",goods,GEO,GEO,Georgia,country,FSM,FSM,"Micronesia, Federated States of",country,unbuilt
GEO__GAB,Georgia imports from Gabon,goods,GEO,GEO,Georgia,country,GAB,GAB,Gabon,country,unbuilt
GEO__GBR,Georgia imports from United Kingdom,goods,GEO,GEO,Georgia,country,GBR,GBR,United Kingdom,country,unbuilt
GEO__GHA,Georgia imports from Ghana,goods,GEO,GEO,Georgia,country,GHA,GHA,Ghana,country,unbuilt
GEO__GIN,Georgia imports from Guinea,goods,GEO,GEO,Georgia,country,GIN,GIN,Guinea,country,unbuilt
GEO__GMB,Georgia imports from Gambia,goods,GEO,GEO,Georgia,country,GMB,GMB,Gambia,country,unbuilt
GEO__GNB,Georgia imports from Guinea-Bissau,goods,GEO,GEO,Georgia,country,GNB,GNB,Guinea-Bissau,country,unbuilt
GEO__GNQ,Georgia imports from Equatorial Guinea,goods,GEO,GEO,Georgia,country,GNQ,GNQ,Equatorial Guinea,country,unbuilt
GEO__GRD,Georgia imports from Grenada,goods,GEO,GEO,Georgia,country,GRD,GRD,Grenada,country,unbuilt
GEO__GTM,Georgia imports from Guatemala,goods,GEO,GEO,Georgia,country,GTM,GTM,Guatemala,country,unbuilt
GEO__GUY,Georgia imports from Guyana,goods,GEO,GEO,Georgia,country,GUY,GUY,Guyana,country,unbuilt
GEO__HKG,Georgia imports from Hong Kong,goods,GEO,GEO,Georgia,country,HKG,HKG,Hong Kong,country,unbuilt
GEO__HND,Georgia imports from Honduras,goods,GEO,GEO,Georgia,country,HND,HND,Honduras,country,unbuilt
GEO__HTI,Georgia imports from Haiti,goods,GEO,GEO,Georgia,country,HTI,HTI,Haiti,country,unbuilt
GEO__IDN,Georgia imports from Indonesia,goods,GEO,GEO,Georgia,country,IDN,IDN,Indonesia,country,unbuilt
GEO__IND,Georgia imports from India,goods,GEO,GEO,Georgia,country,IND,IND,India,country,unbuilt
GEO__IRN,"Georgia imports from Iran, Islamic Republic of",goods,GEO,GEO,Georgia,country,IRN,IRN,"Iran, Islamic Republic of",country,unbuilt
GEO__IRQ,Georgia imports from Iraq,goods,GEO,GEO,Georgia,country,IRQ,IRQ,Iraq,country,unbuilt
GEO__ISL,Georgia imports from Iceland,goods,GEO,GEO,Georgia,country,ISL,ISL,Iceland,country,unbuilt
GEO__ISR,Georgia imports from Israel,goods,GEO,GEO,Georgia,country,ISR,ISR,Israel,country,unbuilt
GEO__JAM,Georgia imports from Jamaica,goods,GEO,GEO,Georgia,country,JAM,JAM,Jamaica,country,unbuilt
GEO__JOR,Georgia imports from Jordan,goods,GEO,GEO,Georgia,country,JOR,JOR,Jordan,country,unbuilt
GEO__JPN,Georgia imports from Japan,goods,GEO,GEO,Georgia,country,JPN,JPN,Japan,country,unbuilt
GEO__KAZ,Georgia imports from Kazakhstan,goods,GEO,GEO,Georgia,country,KAZ,KAZ,Kazakhstan,country,unbuilt
GEO__KEN,Georgia imports from Kenya,goods,GEO,GEO,Georgia,country,KEN,KEN,Kenya,country,unbuilt
GEO__KGZ,Georgia imports from Kyrgyzstan,goods,GEO,GEO,Georgia,country,KGZ,KGZ,Kyrgyzstan,country,unbuilt
GEO__KHM,Georgia imports from Cambodia,goods,GEO,GEO,Georgia,country,KHM,KHM,Cambodia,country,unbuilt
GEO__KNA,Georgia imports from Saint Kitts and Nevis,goods,GEO,GEO,Georgia,country,KNA,KNA,Saint Kitts and Nevis,country,unbuilt
GEO__KOR,Georgia imports from South Korea,goods,GEO,GEO,Georgia,country,KOR,KOR,South Korea,country,unbuilt
GEO__KWT,Georgia imports from Kuwait,goods,GEO,GEO,Georgia,country,KWT,KWT,Kuwait,country,unbuilt
GEO__LAO,Georgia imports from Lao People's Democratic Republic,goods,GEO,GEO,Georgia,country,LAO,LAO,Lao People's Democratic Republic,country,unbuilt
GEO__LBN,Georgia imports from Lebanon,goods,GEO,GEO,Georgia,country,LBN,LBN,Lebanon,country,unbuilt
GEO__LBR,Georgia imports from Liberia,goods,GEO,GEO,Georgia,country,LBR,LBR,Liberia,country,unbuilt
GEO__LBY,Georgia imports from Libya,goods,GEO,GEO,Georgia,country,LBY,LBY,Libya,country,unbuilt
GEO__LCA,Georgia imports from Saint Lucia,goods,GEO,GEO,Georgia,country,LCA,LCA,Saint Lucia,country,unbuilt
GEO__LIE,Georgia imports from Liechtenstein,goods,GEO,GEO,Georgia,country,LIE,LIE,Liechtenstein,country,unbuilt
GEO__LKA,Georgia imports from Sri Lanka,goods,GEO,GEO,Georgia,country,LKA,LKA,Sri Lanka,country,unbuilt
GEO__LSO,Georgia imports from Lesotho,goods,GEO,GEO,Georgia,country,LSO,LSO,Lesotho,country,unbuilt
GEO__MAC,Georgia imports from Macao,goods,GEO,GEO,Georgia,country,MAC,MAC,Macao,country,unbuilt
GEO__MAR,Georgia imports from Morocco,goods,GEO,GEO,Georgia,country,MAR,MAR,Morocco,country,unbuilt
GEO__MDA,"Georgia imports from Moldova, Republic of",goods,GEO,GEO,Georgia,country,MDA,MDA,"Moldova, Republic of",country,unbuilt
GEO__MDG,Georgia imports from Madagascar,goods,GEO,GEO,Georgia,country,MDG,MDG,Madagascar,country,unbuilt
GEO__MDV,Georgia imports from Maldives,goods,GEO,GEO,Georgia,country,MDV,MDV,Maldives,country,unbuilt
GEO__MEX,Georgia imports from Mexico,goods,GEO,GEO,Georgia,country,MEX,MEX,Mexico,country,unbuilt
GEO__MKD,Georgia imports from North Macedonia,goods,GEO,GEO,Georgia,country,MKD,MKD,North Macedonia,country,unbuilt
GEO__MLI,Georgia imports from Mali,goods,GEO,GEO,Georgia,country,MLI,MLI,Mali,country,unbuilt
GEO__MMR,Georgia imports from Myanmar,goods,GEO,GEO,Georgia,country,MMR,MMR,Myanmar,country,unbuilt
GEO__MNE,Georgia imports from Montenegro,goods,GEO,GEO,Georgia,country,MNE,MNE,Montenegro,country,unbuilt
GEO__MNG,Georgia imports from Mongolia,goods,GEO,GEO,Georgia,country,MNG,MNG,Mongolia,country,unbuilt
GEO__MOZ,Georgia imports from Mozambique,goods,GEO,GEO,Georgia,country,MOZ,MOZ,Mozambique,country,unbuilt
GEO__MRT,Georgia imports from Mauritania,goods,GEO,GEO,Georgia,country,MRT,MRT,Mauritania,country,unbuilt
GEO__MTQ,Georgia imports from Martinique,goods,GEO,GEO,Georgia,country,MTQ,MTQ,Martinique,country,unbuilt
GEO__MUS,Georgia imports from Mauritius,goods,GEO,GEO,Georgia,country,MUS,MUS,Mauritius,country,unbuilt
GEO__MWI,Georgia imports from Malawi,goods,GEO,GEO,Georgia,country,MWI,MWI,Malawi,country,unbuilt
GEO__MYS,Georgia imports from Malaysia,goods,GEO,GEO,Georgia,country,MYS,MYS,Malaysia,country,unbuilt
GEO__NAM,Georgia imports from Namibia,goods,GEO,GEO,Georgia,country,NAM,NAM,Namibia,country,unbuilt
GEO__NER,Georgia imports from Niger,goods,GEO,GEO,Georgia,country,NER,NER,Niger,country,unbuilt
GEO__NGA,Georgia imports from Nigeria,goods,GEO,GEO,Georgia,country,NGA,NGA,Nigeria,country,unbuilt
GEO__NIC,Georgia imports from Nicaragua,goods,GEO,GEO,Georgia,country,NIC,NIC,Nicaragua,country,unbuilt
GEO__NOR,Georgia imports from Norway,goods,GEO,GEO,Georgia,country,NOR,NOR,Norway,country,unbuilt
GEO__NPL,Georgia imports from Nepal,goods,GEO,GEO,Georgia,country,NPL,NPL,Nepal,country,unbuilt
GEO__NZL,Georgia imports from New Zealand,goods,GEO,GEO,Georgia,country,NZL,NZL,New Zealand,country,unbuilt
GEO__OMN,Georgia imports from Oman,goods,GEO,GEO,Georgia,country,OMN,OMN,Oman,country,unbuilt
GEO__PAK,Georgia imports from Pakistan,goods,GEO,GEO,Georgia,country,PAK,PAK,Pakistan,country,unbuilt
